UPC,Winery,Wine,Varietal,Region,Year,Price,Quantity,Rating,URL,Notes,Size
086828000033,Parducci,Parducci,Chardonnay,Mendocino/Lake,2001,,,,,,
086828000170,Parducci Wine Cellars,North Coast,Cabernet Sauvignon,Mendocino/Lake,1994,,,,www.parducci.com,13.0 % alc;,750ml
086828000231,Parducci ,,Petite Sirah,Mendocino/Lake,1993,,,,,,750ml
086828000255,Parducci,Parducci Pinor Noir,Pinot Noir,Mendocino/Lake,1999,,,,,,750ml
086828000279,Parducci,Parducci Zinfandel,Zinfandel,Mendocino/Lake,1997,,,,,,750ml
086828000293,Parducci ,Zingaro Zinfandel,Zinfandel,,,,,,,,
086828000392,Parducci,Parducci Merlot,Merlot,Mendocino/Lake,1998,,,,,,750ml
086828300102,Parducci,Tusk'N Red,Red Wine,Mendocino/Lake,2003,13.00,,,,,750ml
086828300171,Sketchbook Mendocino Collection,,Cabernet Sauvignon,Mendocino/Lake,2002,19,,,,,
086828300201,Parducci,Zig Zag Zinfandel,Zinfandel,Mendocino/Lake,2003,,,,,,750m
086828300393,Sketchbook Mendocino Collection,,Merlot,Mendocino/Lake,2003,19,,,,,
086828300515,Parducci,Sketch Book,Sangiovese,Mendocino/Lake,1997,,,,,,750ml
086828320308,Mendocino Wine Company,Pink Floyd Dark Side of the Moon Cabernet Sauvignon,Cabernet Sauvignon,Mendocino/Lake,2006,$12,,,www.mendocinowineco.com,,750ml
086828330000,Mendocino Wine Company,Woodstock Chardonnay,Chardonnay,Mendocino/Lake,2008,$12,,,www.mendocinowineco.com,,750ml
086828500014,Parducci,,,Mendocino/Lake,,,,,,,750ml
086828750501,Parducci,,Syrah,Mendocino/Lake,1997,? ok to use,,,,,
086848605003,Leonard de SAINT-AUBIN,Pouilly-Fuisse,Pouilly-Fuisse,France,2002,,,,,,750ml
086848607007,Leonard de SAINT-AUBIN,Beaujoilais-Villages,Beaujolais,France,2005,,,,,,750ml
086848607014,Clos Reiseier,Pouilly Fuisse,White Burgundy,France,2000,10.99,,,,,750ml
086848837503,Château Cabrières,Prestige Tête de Cru,Rhone,Chateauneuf-du-Pape,1999,15,,92 ws,,"Traditional. Clean and pure, with a silky texture. Picks up power on the palate, delivering big-time fruit, mineral and roasted game notes. But this is very seductive and well put-together. Long, lovely finish. Drink now through 2010. 1,250 cases made. (PM)",
086848905059,Chateau fourcas hosten,cru bourgeois,Bordeaux,Listrac Medoc,2000,14,,,,,
086848905097,Chateau Fourcas Hosten,Cru Bourgeois,Bordeaux,Listrac Medoc,2001,14,,,,,
086848922001,Vignamaggio,Chianti Classico,Chianti,Chianti,2000,,,,,,750ml
086864155605,,Traverso Gran reserve,Cabernet Sauvignon,Chile,1998,$37.50,,,,,750ml
0868910022499,Masi,,Amarone Recioto della Valpolicella,,1979,,,,,,750ml
0868910022871,Santa Margherita,,Pinot Grigio,Italy,2004,,,,,,750ml
086891016412,,Meletti Sambuca,,,,,,,,,750ml
086891020617,M. Chapoutier,Belleruche,Rhone,Cotes-du-Rhone,2001,8.00,,WS: 87,,"Vivid, with racy raspberry compote, black fig, sweet smoke and chocolate notes. Very fresh. Delicious",750ml
086891022789,Les Meysonniers Crozes-Hermitage,Les Meysonniers,Syrah,Crozes-Hermitage,1999,35,,,,,750ml
086891022796,M. Chapoutier,,Syrah,Cote-Rotie,1997,17,,,,,
086891022802,M. Chapoutier,La Sizeranne,,Hermitage,1997,50.00,,89,,"A supple, medium-bodied red of medium concentration, delivering some spice and black fruit character, with a kick of crisp acidity on the juicy finish. Drink now through 2002. (PM)(WS)",750ml
086891022819,M. Chapoutier,La Bernardine,Grenache,Chateauneuf-du-Pape,1998,29,,92,http://www.chapoutier.com/,"Impressive. Ripe, rich and full-bodied, showing silky texture, with lots of plum, red berry and blackberry character. Also digging for the earth, with a nice minerally, chalky personality that comes through on the long, tightly structured finish.Best from 2003 through 2012.",
086891022864,Santa Margrita,,Pinot Grigio,Italy,1999,,,,,,750ml
086891022871,Santa Margherita,,Pinot Gris,Italy,1999,6.99,,,http://www.santamargherita.com/,,750ml
086891022925,Lison-Pramaggiore,Santa Margherita,Cabernet Sauvignon,Italy,1997,,,,,,750ml
086891023052,Nipozzano,Frescoboldi Nipozzano ,Sangiovese,Tuscany,1997,20,,,,,750ml
086891023144,Santa Margherita,,Pinot Grigio,Italy,2008,14.00,,,,,375ml
086891023670,Pio Cesare,Barolo,Nebbiolo,Barolo,1998,40.99,,,,,750ml
086891023700,Pio Cesare,Barbaresco,Barbera,,1999,110,,,,,750ml
086891025193,J. Boutari & Sons Wineries S.A.,Dry Red Wine,Red Wine,South Africa,,,,,,,750ml
086891025254,,Boutari Retsina,,,,,,,,,750ml
086891025384,Markham,Napa Valley Merlot,Merlot,"Napa Valley, California",2005,51.00,,,,,1.5l
086891025415,Markham,,Cabernet Sauvignon,Napa,1999,23,,,,,750ml
086891025438,,Markham Merlot,Merlot,Napa,2000,20.00,,,,,750ml
086891025445,,Markham Sauvignon Blanc,Sauvignon Blanc,Napa,2001,9.00,,,,,750ml
086891025452,Markham,Chardonnay,Chardonnay,U.S.A. - California - Napa,2000,$24.60,,,,"Attractive for its pure floral and fruity aromas, with ripe, rich pear, apple, melon and spicy nuances, holding a fruity profile through the finish. Drink now through 2005.34,000 cases made.  (Source:  Wine Spectator, July 31, 2002)  ",750ml
086891025544,,Glass Mountain Cabernet,,,,,,,,,750ml
086891026237,,Luxardo Maraschino Liq,,,,,,,,,750ml
086891026411,,Frescobaldi Remble Chia,,Italy,1997,,,85,,"Medium ruby-colored, with an attractive cherry candied nose of moderate intensity, this medium-bodied wine displays good underlying acidity, unobtrusive alcohol, and a clean, fresh finish.",750ml
086891026947,Freemark Abbey,Freemark Abbey Bosche Cabernet,Cabernet Sauvignon,Napa,1997,,,,,,750ml
086891026954,,Freemark Abbey Cabernet Sycmor,,,,,,,,,750ml
086891026961,Freemark Abbey,,Cabernet Sauvignon,Napa,1997,$26,,91WS,http://www.freemarkabbey.com/,"Wine Spectator ""smart buy"" in California cabernet.",750ml
086891026978,Freemark Abbey,,Merlot,Napa,1998,,,,http://www.freemarkabbey.com/,,750ml
086891026985,,Freemark Abby Carpy Ranch Chardonnay,Chardonnay,,,,,,,,750ml
086891026992,Freemark Abbey,Freemark Chardonnay,Chardonnay,"Rutherford, Napa",2001,15,,,,,750ml
086891028910,,Rutherford Hill Cabernet Sauvignon,Cabernet Sauvignon,,,21.59,,,,,750ml
086891028927,,Rutherford Hill Merlot Wine,Merlot,Napa,1999,,,,,,750ml
086891029245,,Cambas Ouzo,,,,,,,,,750ml
086891029283,,Rutherford Hill Merlot,Merlot,Napa,2001,,,,,,750ml
086891030043,Torres,Sangre De Toro,blend,Spain,2001,,,,,,750ml
086891030128,Torres Winery,Gran Sangre de Toro,Red Wine,Spain,1999,16,,,,,
086891030159,Miguel Torres,Vina Esmeralda,Gewurztraminer,Spain,2002,14.99,,,,,
086891030227,,Torres 5 Brandy (Sp),,,,,,,,,750ml
086891030234,,Torres Miguel Torres Brandy,,,,,,,,,750ml
086891030241,,Torres (Gran) Orange Liq,,,,,,,,,750ml
086891030494,Marchesi de Frescobaldi,Lamaione,Merlot,Tuscany,1998,,,,,,
086891030715,Boutari,Merlot  Xinomavro Boutari,Merlot,"Iathia, Greece",1998,,,,,,750ml
086891030746,,Markham Petit Syrah,Petite Syrah,Napa,1998,,,,,,750ml
086891040318,,Lungarotti Grappa Di Rubesc,,,,,,,,,750ml
086891045009,,Cuvaison Chardonnay,Chardonnay,,,,,,,,750ml
086891050072,,Markham Zinfandel,Zinfandel,Napa,2000,,,,,,750ml
086891050201,,Glass Mountain Merlot,Merlot,,,,,,,,750ml
086891054155,,Nonino Ue (It),,,,,,,,,750ml
086891054551,,Nonino Grappa Di Monovitign,,,,,,,,,750ml
086891056104,Damaine Laroche,Domaine Laroche Chablis,Chablis,Chablis,2000,,,,,,750ml
086891069845,,Nonino Il Merlot (It),Merlot,,,,,,,,750ml
086891070261,Mastroberardino,Lacryma Christi del Vesuvio,Aglianico,Italy,1999,,,,,,750ml
086891071206,Alderbrook,,Chardonnay,Sonoma,1999,,,,,,750ml
086891071237,ALDER BROOK,,Zinfandel,Sonoma,1999,12.00,,,,,750ml
086891071244,Alderbrok,Pinot Noir,Pinot Noir,Russian River Valley,2000,29,,84,www.alderbrook.com,,750ml
086891071381,Moschofilero Boutari,Dry White Wine,White Wine,Greece,2004,,,,,,750ml
086891071503,Stag's Leap District,Chimey Rock,Cabernet Sauvignon,Napa,2008,65.00,,,,,750ml
086891072364,Alderbrook,Reserve,Zinfandel,Dry Creek,2001,19.50,,,,,750ml
086891072586,Markham Vineyards,Markham Pinot Noir,Pinot Noir,"Napa Valey, California",2001,,,,,,750ml
086891072852,Sanford,,Chardonnay,Santa Barbara,2003,18,,,,,750ml
086891072890,Sauvignon Blanc,,Sauvignon Blanc,Bay Area/Central Coast,2004,18,,,,,
086891072913,Sanford,,Pinot Noir,South Coast,2002,,,,,,
086891072920,Sa nford,,Pinot Noir,Santa Rita Hills,2002,36,,,,,500ml
086891072937,La Rinconada Vineyard,Sanford,Pinot Noir,Santa Ynez Valley,2001,$50.00,,,,,750ml
086891072944,Sanford,Estate,Pinot Noir - Vin Gris,Santa Rita Hills,2002,20,,,,,
086891073309,Hanna,,Cabernet Sauvignon,Sonoma,2004,28.99,,,,,750ml
086891073354,Hanna,Chardonnay,Chardonnay,Russian  River,2006,15,,92,,"This estate Chardonnay offers rich pear and green apple flavors, along with notes of vanilla and spice. Crisp acidity balances the full body, making this wine exceptionally food-friendly.",750ml
086891073712,Petaluma,Riesling,Riesling,Australia,2003,,,,,,750ml
086891073729,Petaluma,Chardonnay Piccadilly Valley,Chardonnay,Australia,2001,19.99,,,,,750ml
086891074429,,CHECK,,,,,,,,,
086891074627,Chanson Père & Fils,Puligny-Montrachet ,White Burgundy,Cote de Beaune,2005,,,89 WS,,"A lush yet refined white, with lemon cream, apple and hazelnut flavors shaded by spicy oak. Glides to a long, zesty finish. Already well-integrated, this will be better in a year or so.  150 cases imported",750ml
086891075266,Domaine Terlato & Chapoutier,,Shiraz,Australia,2004,19.99,,,,,750ml
086891075334,Sanford,,Pinot Grigio,Santa Barbara,2004,20,,,,,750ml
086891076461,Two Hands,Bella's Garden,Shiraz,Barossa Valley,2007,40.00,,,,,750ml
086891076522,Two Hands,McLaren Vale Angels Share,Shiraz,McLaren Vale,2006,,,90 WS,,"Supple, generous and seductive, with lovely blueberry and pomegranate flavors on a velvety frame, offering hints of toast and cream as the finish lingers.  5,000 cases made",750ml
086891076539,Two Hands Wines,Bad Impersonator,Shiraz,Barossa Valley,2005,,,,,,750ml
086891078427,Franceschi SA,Mazzoni Toscana Rosso,"Sangiovese 72%, Merlot 28%",Toscana IGT,2006,,,,,,750ml
086891079158,Chimney Rock,Tomahawk Vineyard,Cabernet Sauvignon,Napa,2007,115.00,,,,,750ml
086891079332,Markham,Napa Valley Cabernet Philanthropist,Cabernet Sauvignon,"Napa Valley, California",2006,55.00,,,,,750ml
086891079783,Chimey Rock,,Cabernet Sauvignon,Napa,2007,45.,,,,,750ml
086910765840,Two Hands,Two Hands Gnarly Dudes Barossa Valley ,Shiraz,Barossa Valley,2009,18.49,,,,,750ml
086942110021,Pedroncelli Winery,Sonoma County Zinfandel,Zinfandel,Sonoma,2000,$9,,,http://pedroncelli.com,"""Jammy, fruit-forward Zinfandel. Easily approachable wine that marries a hint of spice with strawberries, plum and soft, round tannins. Nicely toasted oak lingers in finish. Enjoy upon release or cellar for 2-3 years.""",750ml
086942110113,Pedroncelli,Pedroncelli Zinfandel Pdrn Bshnl Vineyard,Zinfandel,,,,,,,,750ml
086942111028,Pedroncelli Winery,Mother Clone Dry Creek Valley,Zinfandel,Sonoma,1996,,,,http://www.pedroncelli.com/,,750ml
086942112025,Pedroncelli,Zinfandel,Zinfandel,Sonoma,2006,,,85,http://www.pedroncelli.com/,"Big sense of fruity, jammy syrup.  Strawberry, blackberry.  Have to let it sit.",750ml
086942131026,Pedroncelli,Pedroncelli Pinot Noir F J Vineyard,Pinot Noir,,,,,,,,750ml
086942140011,Pedroncelli Winery,Perdoncelli,Chardonnay,"Sonoma County, California",2001,0.00,,,http://www.pedroncelli.com/,,375ml
086942140028,Pedroncelli Winery,Sonoma County Cabernet Sauvignon,Cabernet Sauvignon,Sonoma,2002,$20,,,www.pedrocelli.com,"The nose of this aromatic wine combines notes of currant and raspberry with moderate spice and just a hint of toasty oak. In the mouth the flavors combine wonderfully with just enough tannin to say ""this is a Cab"" but pleasantly full-bodied fruit flavors predominate. It is blended with small amounts of three other varietals, which adds to the rounded mouthfeel and overall balance of the wine. ",750ml
086942140202,Pedroncelli,Pedroncelli Cabernet Sauvignon M F Vineyard,Cabernet Sauvignon,,,,,,,,750ml
086942141025,Pedroncelli,Cabernet Sauvignon,Cabernet Sauvignon,Sonoma,1999,,,,http://www.pedroncelli.com/,,
086942142022,Pedroncelli,Dry Creek Valley Three Vineyards Special Vineyard Selection,Cabernet Sauvignon,Sonoma,1998,14,,,http://www.pedroncelli.com/,,750ml
086942151024,Pedroncelli,Sangiovese,Sangiovese,Sonoma,2005,,,,http://www.pedroncelli.com/,,750ml
086942160026,Pedroncelli,Pedroncelli Merlot Bench Vnyd,Merlot,,,,,,,,750ml
086942180024,Pedroncelli,Petite Sirah,Petite Sirah,Sonoma,2000,,,,http://www.pedroncelli.com/,,
086942182204,Pedroncelli,Petite Sirah,Petite Sirah,Sonoma,2006,,,,http://www.pedroncelli.com/,,750ml
086942190023,Pedroncelli Winery,Dry Creek Valley Estate Vineyard Syrah,Syrah,Sonoma,2004,$15,,,www.pedrocelli.com,,750ml
086942250024,Pedroncelli,Pedioncelli Chardonnay,Chardonnay,Sonoma,2000,16.00,,,http://www.pedroncelli.com/,,750ml
086942251021,Pedroncelli,Pdrncelli Chardonnay F Johnson Vineyard,Chardonnay,,,,,,,,750ml
086942290020,Pedroncelli,,Sauvignon Blanc,Dry Creek Valley Sonoma County,2002,,,,http://www.pedroncelli.com/,,
086942310025,Pedroncelli,Dry Rose of Zinfandel,Rose,Sonoma,2007,,,,http://www.pedroncelli.com/,,750ml
086982001006,Robert Pepi,,Sauvignon Blanc,Napa Valley,2003,$15,,86 WS,,,750ml
086985000136,Lincourt,,Syrah,South Coast,2001,25,,,,,
086985001003,Lincourt,Chardonnay,Chardonnay,Santa Barbara,2007,18,,90,,Sourced from the two renowned Chardonnay regions of Santa Barbara County- the Santa Rita Hills and Santa Maria Valley- the wine's delicate notes of apple and pear are emboldened by the rich undercurrent of French oak.,750ml
086985001034,Lincourt,Steel,Chardonnay,South Coast,2009,18,,,,"he nose is bright, fresh, and lively with apples, pears and lemons. The palate is crisp and laser-like in its focus. The finish is long, lean and racy.",750ml
086985001508,Lincourt,Lincourt,Pinot Noir,South Coast,2002,19,,,,,
086985001522,Lincourt,Pinot Noir,Pinot Noir,Santa Rita Hills,2008,35,,,,"The 2008 Lincourt Sta. Rita Hills Pinot Noir is a blended wine from our meticulously maintained, estate vineyards within the Sta. Rita Hills AVA. This fruit was hand-harvested and sorted in the vineyard prior to arrival at the winery. The clusters were then carefully destemmed to keep the berries intact. Jack stems were removed before the fruit was transferred to small, stainless steel, open-top fermenters. The must (juice and skins) underwent a cold–soak for four days prior to inoculation with cultured yeast and was then gently punched down for 14-24 days. After primary (alcoholic) fermentation was complete, the new wine was drained and the skins were gently pressed. These two fractions were then settled separately and introduced to barrels.",750ml
086985002000,Lincourt,Syrah,Syrah,Santa ynez Valley,2007,24,,,,"It demonstrates intriguing and inviting notes of smoked bacon, white and black cracked pepper and wet forest floor on the nose. On the palate, it is exuberant with ripe notes of minerality, ripe boysenberries and earthy mushrooms. Supple, approachable and full-bodied, this lush Syrah offers up true varietal character, cradled in a lush wine of great texture and mouth feel.",750ml
